policy_id,uuid,discount
101,3800b36e-d941-11ed-a9fe-eedd30f30a66,True
102,3800b382-d941-11ed-a9fe-eedd30f30a66,True
103,3800b38c-d941-11ed-a9fe-eedd30f30a66,False
104,3800b3a0-d941-11ed-a9fe-eedd30f30a66,True
105,3800b3aa-d941-11ed-a9fe-eedd30f30a66,True
106,3800b3be-d941-11ed-a9fe-eedd30f30a66,True
107,3800b3c8-d941-11ed-a9fe-eedd30f30a66,False
108,3800b3d2-d941-11ed-a9fe-eedd30f30a66,False
109,3800b3e6-d941-11ed-a9fe-eedd30f30a66,True
110,3800b3fa-d941-11ed-a9fe-eedd30f30a66,False
111,3800b404-d941-11ed-a9fe-eedd30f30a66,True
112,3800b418-d941-11ed-a9fe-eedd30f30a66,True
113,3800b422-d941-11ed-a9fe-eedd30f30a66,False
114,3800b436-d941-11ed-a9fe-eedd30f30a66,False
115,3800b440-d941-11ed-a9fe-eedd30f30a66,True
116,3800b44a-d941-11ed-a9fe-eedd30f30a66,False
117,3800b45e-d941-11ed-a9fe-eedd30f30a66,True
118,3800b468-d941-11ed-a9fe-eedd30f30a66,False
119,3800b47c-d941-11ed-a9fe-eedd30f30a66,True
120,3800b486-d941-11ed-a9fe-eedd30f30a66,False
121,3800b49a-d941-11ed-a9fe-eedd30f30a66,True
122,3800b4a4-d941-11ed-a9fe-eedd30f30a66,False
123,3800b4b8-d941-11ed-a9fe-eedd30f30a66,True
124,3800b4c2-d941-11ed-a9fe-eedd30f30a66,False
125,3800b4d6-d941-11ed-a9fe-eedd30f30a66,False
126,3800b4e0-d941-11ed-a9fe-eedd30f30a66,False
127,3800b4f4-d941-11ed-a9fe-eedd30f30a66,True
128,3800b4fe-d941-11ed-a9fe-eedd30f30a66,False
129,3800b512-d941-11ed-a9fe-eedd30f30a66,False
130,3800b51c-d941-11ed-a9fe-eedd30f30a66,True
131,3800b530-d941-11ed-a9fe-eedd30f30a66,False
132,3800b53a-d941-11ed-a9fe-eedd30f30a66,False
133,3800b54e-d941-11ed-a9fe-eedd30f30a66,True
134,3800b558-d941-11ed-a9fe-eedd30f30a66,False
135,3800b56c-d941-11ed-a9fe-eedd30f30a66,True
136,3800b576-d941-11ed-a9fe-eedd30f30a66,True
137,3800b580-d941-11ed-a9fe-eedd30f30a66,False
138,3800b594-d941-11ed-a9fe-eedd30f30a66,False
139,3800b59e-d941-11ed-a9fe-eedd30f30a66,False
140,3800b5b2-d941-11ed-a9fe-eedd30f30a66,True
141,3800b5bc-d941-11ed-a9fe-eedd30f30a66,True
142,3800b5d0-d941-11ed-a9fe-eedd30f30a66,True
143,3800b5da-d941-11ed-a9fe-eedd30f30a66,False
144,3800b5ee-d941-11ed-a9fe-eedd30f30a66,True
145,3800b5f8-d941-11ed-a9fe-eedd30f30a66,True
146,3800b602-d941-11ed-a9fe-eedd30f30a66,False
147,3800b616-d941-11ed-a9fe-eedd30f30a66,True
148,3800b620-d941-11ed-a9fe-eedd30f30a66,True
149,3800b634-d941-11ed-a9fe-eedd30f30a66,False
150,3800b63e-d941-11ed-a9fe-eedd30f30a66,False
151,3800b652-d941-11ed-a9fe-eedd30f30a66,True
152,3800b65c-d941-11ed-a9fe-eedd30f30a66,True
153,3800b670-d941-11ed-a9fe-eedd30f30a66,False
154,3800b67a-d941-11ed-a9fe-eedd30f30a66,False
155,3800b68e-d941-11ed-a9fe-eedd30f30a66,True
156,3800b698-d941-11ed-a9fe-eedd30f30a66,False
157,3800b6a2-d941-11ed-a9fe-eedd30f30a66,False
158,3800b6b6-d941-11ed-a9fe-eedd30f30a66,False
159,3800b6c0-d941-11ed-a9fe-eedd30f30a66,False
160,3800b6d4-d941-11ed-a9fe-eedd30f30a66,True
161,3800b6de-d941-11ed-a9fe-eedd30f30a66,False
162,3800b6f2-d941-11ed-a9fe-eedd30f30a66,False
163,3800b6fc-d941-11ed-a9fe-eedd30f30a66,True
164,3800b710-d941-11ed-a9fe-eedd30f30a66,False
165,3800b71a-d941-11ed-a9fe-eedd30f30a66,True
166,3800b724-d941-11ed-a9fe-eedd30f30a66,False
167,3800b738-d941-11ed-a9fe-eedd30f30a66,True
168,3800b742-d941-11ed-a9fe-eedd30f30a66,True
169,3800b756-d941-11ed-a9fe-eedd30f30a66,True
170,3800b760-d941-11ed-a9fe-eedd30f30a66,False
171,3800b774-d941-11ed-a9fe-eedd30f30a66,False
172,3800b77e-d941-11ed-a9fe-eedd30f30a66,False
173,3800b792-d941-11ed-a9fe-eedd30f30a66,False
174,3800b79c-d941-11ed-a9fe-eedd30f30a66,True
175,3800b7b0-d941-11ed-a9fe-eedd30f30a66,False
176,3800b7ba-d941-11ed-a9fe-eedd30f30a66,False
177,3800b7ce-d941-11ed-a9fe-eedd30f30a66,False
178,3800b7d8-d941-11ed-a9fe-eedd30f30a66,False
179,3800b7ec-d941-11ed-a9fe-eedd30f30a66,True
180,3800b7f6-d941-11ed-a9fe-eedd30f30a66,True
181,3800b80a-d941-11ed-a9fe-eedd30f30a66,False
182,3800b814-d941-11ed-a9fe-eedd30f30a66,False
183,3800b828-d941-11ed-a9fe-eedd30f30a66,True
184,3800b832-d941-11ed-a9fe-eedd30f30a66,False
185,3800b846-d941-11ed-a9fe-eedd30f30a66,True
186,3800b850-d941-11ed-a9fe-eedd30f30a66,False
187,3800b864-d941-11ed-a9fe-eedd30f30a66,False
188,3800b86e-d941-11ed-a9fe-eedd30f30a66,True
189,3800b878-d941-11ed-a9fe-eedd30f30a66,True
190,3800b88c-d941-11ed-a9fe-eedd30f30a66,False
191,3800b896-d941-11ed-a9fe-eedd30f30a66,False
192,3800b8aa-d941-11ed-a9fe-eedd30f30a66,False
193,3800b8b4-d941-11ed-a9fe-eedd30f30a66,False
194,3800b8c8-d941-11ed-a9fe-eedd30f30a66,False
195,3800b8d2-d941-11ed-a9fe-eedd30f30a66,True
196,3800b8e6-d941-11ed-a9fe-eedd30f30a66,True
197,3800b8f0-d941-11ed-a9fe-eedd30f30a66,False
198,3800b904-d941-11ed-a9fe-eedd30f30a66,True
199,3800b90e-d941-11ed-a9fe-eedd30f30a66,True
200,3800b918-d941-11ed-a9fe-eedd30f30a66,False
201,3800b92c-d941-11ed-a9fe-eedd30f30a66,False
202,3800b940-d941-11ed-a9fe-eedd30f30a66,True
203,3800b94a-d941-11ed-a9fe-eedd30f30a66,False
204,3800b954-d941-11ed-a9fe-eedd30f30a66,True
205,3800b968-d941-11ed-a9fe-eedd30f30a66,False
206,3800b972-d941-11ed-a9fe-eedd30f30a66,False
207,3800b986-d941-11ed-a9fe-eedd30f30a66,False
208,3800b990-d941-11ed-a9fe-eedd30f30a66,False
209,3800b9a4-d941-11ed-a9fe-eedd30f30a66,False
210,3800b9ae-d941-11ed-a9fe-eedd30f30a66,True
211,3800b9b8-d941-11ed-a9fe-eedd30f30a66,False
212,3800b9cc-d941-11ed-a9fe-eedd30f30a66,False
213,3800b9d6-d941-11ed-a9fe-eedd30f30a66,False
214,3800b9ea-d941-11ed-a9fe-eedd30f30a66,True
215,3800b9f4-d941-11ed-a9fe-eedd30f30a66,False
216,3800b9fe-d941-11ed-a9fe-eedd30f30a66,False
217,3800ba12-d941-11ed-a9fe-eedd30f30a66,True
218,3800ba1c-d941-11ed-a9fe-eedd30f30a66,False
219,3800ba30-d941-11ed-a9fe-eedd30f30a66,False
220,3800ba3a-d941-11ed-a9fe-eedd30f30a66,True
221,3800ba4e-d941-11ed-a9fe-eedd30f30a66,False
222,3800ba58-d941-11ed-a9fe-eedd30f30a66,True
223,3800ba6c-d941-11ed-a9fe-eedd30f30a66,True
224,3800ba76-d941-11ed-a9fe-eedd30f30a66,True
225,3800ba8a-d941-11ed-a9fe-eedd30f30a66,False
226,3800ba94-d941-11ed-a9fe-eedd30f30a66,False
227,3800ba9e-d941-11ed-a9fe-eedd30f30a66,False
228,3800bab2-d941-11ed-a9fe-eedd30f30a66,True
229,3800babc-d941-11ed-a9fe-eedd30f30a66,False
230,3800bad0-d941-11ed-a9fe-eedd30f30a66,False
231,3800bada-d941-11ed-a9fe-eedd30f30a66,False
232,3800baee-d941-11ed-a9fe-eedd30f30a66,True
233,3800baf8-d941-11ed-a9fe-eedd30f30a66,True
234,3800bb0c-d941-11ed-a9fe-eedd30f30a66,False
235,3800bb16-d941-11ed-a9fe-eedd30f30a66,False
236,3800bb20-d941-11ed-a9fe-eedd30f30a66,False
237,3800bb34-d941-11ed-a9fe-eedd30f30a66,False
238,3800bb3e-d941-11ed-a9fe-eedd30f30a66,False
239,3800bb52-d941-11ed-a9fe-eedd30f30a66,False
240,3800bb5c-d941-11ed-a9fe-eedd30f30a66,False
241,3800bb70-d941-11ed-a9fe-eedd30f30a66,False
242,3800bb7a-d941-11ed-a9fe-eedd30f30a66,True
243,3800bb8e-d941-11ed-a9fe-eedd30f30a66,False
244,3800bb98-d941-11ed-a9fe-eedd30f30a66,True
245,3800bbac-d941-11ed-a9fe-eedd30f30a66,True
246,3800bbb6-d941-11ed-a9fe-eedd30f30a66,False
247,3800bbc0-d941-11ed-a9fe-eedd30f30a66,False
248,3800bbd4-d941-11ed-a9fe-eedd30f30a66,False
249,3800bbde-d941-11ed-a9fe-eedd30f30a66,False
250,3800bbf2-d941-11ed-a9fe-eedd30f30a66,True
251,3800bbfc-d941-11ed-a9fe-eedd30f30a66,False
252,3800bc06-d941-11ed-a9fe-eedd30f30a66,False
253,3800bc1a-d941-11ed-a9fe-eedd30f30a66,True
254,3800bc24-d941-11ed-a9fe-eedd30f30a66,True
255,3800bc38-d941-11ed-a9fe-eedd30f30a66,False
256,3800bc42-d941-11ed-a9fe-eedd30f30a66,False
257,3800bc56-d941-11ed-a9fe-eedd30f30a66,True
258,3800bc60-d941-11ed-a9fe-eedd30f30a66,False
259,3800bc74-d941-11ed-a9fe-eedd30f30a66,True
260,3800bc7e-d941-11ed-a9fe-eedd30f30a66,False
261,3800bc88-d941-11ed-a9fe-eedd30f30a66,True
262,3800bc9c-d941-11ed-a9fe-eedd30f30a66,True
263,3800bca6-d941-11ed-a9fe-eedd30f30a66,True
264,3800bcba-d941-11ed-a9fe-eedd30f30a66,True
265,3800bcc4-d941-11ed-a9fe-eedd30f30a66,True
266,3800bcd8-d941-11ed-a9fe-eedd30f30a66,False
267,3800bce2-d941-11ed-a9fe-eedd30f30a66,True
268,3800bcf6-d941-11ed-a9fe-eedd30f30a66,False
269,3800bd00-d941-11ed-a9fe-eedd30f30a66,True
270,3800bd14-d941-11ed-a9fe-eedd30f30a66,True
271,3800bd1e-d941-11ed-a9fe-eedd30f30a66,False
272,3800bd28-d941-11ed-a9fe-eedd30f30a66,False
273,3800bd3c-d941-11ed-a9fe-eedd30f30a66,False
274,3800bd46-d941-11ed-a9fe-eedd30f30a66,False
275,3800bd5a-d941-11ed-a9fe-eedd30f30a66,False
276,3800bd64-d941-11ed-a9fe-eedd30f30a66,False
277,3800bd78-d941-11ed-a9fe-eedd30f30a66,True
278,3800bd82-d941-11ed-a9fe-eedd30f30a66,False
279,3800bd96-d941-11ed-a9fe-eedd30f30a66,True
280,3800bda0-d941-11ed-a9fe-eedd30f30a66,False
281,3800bdb4-d941-11ed-a9fe-eedd30f30a66,True
282,3800bdbe-d941-11ed-a9fe-eedd30f30a66,False
283,3800bdd2-d941-11ed-a9fe-eedd30f30a66,False
284,3800bddc-d941-11ed-a9fe-eedd30f30a66,False
285,3800bde6-d941-11ed-a9fe-eedd30f30a66,False
286,3800bdfa-d941-11ed-a9fe-eedd30f30a66,True
287,3800be04-d941-11ed-a9fe-eedd30f30a66,True
288,3800be18-d941-11ed-a9fe-eedd30f30a66,True
289,3800be22-d941-11ed-a9fe-eedd30f30a66,False
290,3800be36-d941-11ed-a9fe-eedd30f30a66,False
291,3800be40-d941-11ed-a9fe-eedd30f30a66,False
292,3800be54-d941-11ed-a9fe-eedd30f30a66,True
293,3800be5e-d941-11ed-a9fe-eedd30f30a66,False
294,3800be68-d941-11ed-a9fe-eedd30f30a66,False
295,3800be7c-d941-11ed-a9fe-eedd30f30a66,True
296,3800be86-d941-11ed-a9fe-eedd30f30a66,True
297,3800be9a-d941-11ed-a9fe-eedd30f30a66,False
298,3800bea4-d941-11ed-a9fe-eedd30f30a66,True
299,3800beb8-d941-11ed-a9fe-eedd30f30a66,True
300,3800bec2-d941-11ed-a9fe-eedd30f30a66,True
301,3800bed6-d941-11ed-a9fe-eedd30f30a66,True
302,3800bee0-d941-11ed-a9fe-eedd30f30a66,True
303,3800bef4-d941-11ed-a9fe-eedd30f30a66,True
304,3800befe-d941-11ed-a9fe-eedd30f30a66,True
305,3800bf12-d941-11ed-a9fe-eedd30f30a66,True
306,3800bf1c-d941-11ed-a9fe-eedd30f30a66,True
307,3800bf30-d941-11ed-a9fe-eedd30f30a66,True
308,3800bf3a-d941-11ed-a9fe-eedd30f30a66,True
309,3800bf4e-d941-11ed-a9fe-eedd30f30a66,False
310,3800bf58-d941-11ed-a9fe-eedd30f30a66,True
311,3800bf6c-d941-11ed-a9fe-eedd30f30a66,False
312,3800bf76-d941-11ed-a9fe-eedd30f30a66,False
313,3800bf8a-d941-11ed-a9fe-eedd30f30a66,True
314,3800bf94-d941-11ed-a9fe-eedd30f30a66,True
315,3800bfa8-d941-11ed-a9fe-eedd30f30a66,True
316,3800bfb2-d941-11ed-a9fe-eedd30f30a66,False
317,3800bfbc-d941-11ed-a9fe-eedd30f30a66,False
318,3800bfd0-d941-11ed-a9fe-eedd30f30a66,True
319,3800bfe4-d941-11ed-a9fe-eedd30f30a66,False
320,3800bfee-d941-11ed-a9fe-eedd30f30a66,True
321,3800c002-d941-11ed-a9fe-eedd30f30a66,True
322,3800c00c-d941-11ed-a9fe-eedd30f30a66,False
323,3800c020-d941-11ed-a9fe-eedd30f30a66,False
324,3800c02a-d941-11ed-a9fe-eedd30f30a66,False
325,3800c03e-d941-11ed-a9fe-eedd30f30a66,True
326,3800c048-d941-11ed-a9fe-eedd30f30a66,False
327,3800c05c-d941-11ed-a9fe-eedd30f30a66,True
328,3800c070-d941-11ed-a9fe-eedd30f30a66,True
329,3800c07a-d941-11ed-a9fe-eedd30f30a66,True
330,3800c084-d941-11ed-a9fe-eedd30f30a66,False
331,3800c098-d941-11ed-a9fe-eedd30f30a66,False
332,3800c0a2-d941-11ed-a9fe-eedd30f30a66,False
333,3800c0b6-d941-11ed-a9fe-eedd30f30a66,True
334,3800c0c0-d941-11ed-a9fe-eedd30f30a66,False
335,3800c0d4-d941-11ed-a9fe-eedd30f30a66,True
336,3800c0e8-d941-11ed-a9fe-eedd30f30a66,True
337,3800c0f2-d941-11ed-a9fe-eedd30f30a66,True
338,3800c106-d941-11ed-a9fe-eedd30f30a66,True
339,3800c11a-d941-11ed-a9fe-eedd30f30a66,False
340,3800c124-d941-11ed-a9fe-eedd30f30a66,False
341,3800c138-d941-11ed-a9fe-eedd30f30a66,False
342,3800c142-d941-11ed-a9fe-eedd30f30a66,False
343,3800c14c-d941-11ed-a9fe-eedd30f30a66,True
344,3800c160-d941-11ed-a9fe-eedd30f30a66,True
345,3800c16a-d941-11ed-a9fe-eedd30f30a66,False
346,3800c17e-d941-11ed-a9fe-eedd30f30a66,False
347,3800c188-d941-11ed-a9fe-eedd30f30a66,True
348,3800c19c-d941-11ed-a9fe-eedd30f30a66,False
349,3800c1a6-d941-11ed-a9fe-eedd30f30a66,True
350,3800c1ba-d941-11ed-a9fe-eedd30f30a66,False
351,3800c1c4-d941-11ed-a9fe-eedd30f30a66,True
352,3800c1d8-d941-11ed-a9fe-eedd30f30a66,False
353,3800c1e2-d941-11ed-a9fe-eedd30f30a66,False
354,3800c1f6-d941-11ed-a9fe-eedd30f30a66,False
355,3800c200-d941-11ed-a9fe-eedd30f30a66,False
356,3800c214-d941-11ed-a9fe-eedd30f30a66,True
357,3800c21e-d941-11ed-a9fe-eedd30f30a66,True
358,3800c232-d941-11ed-a9fe-eedd30f30a66,True
359,3800c23c-d941-11ed-a9fe-eedd30f30a66,False
360,3800c250-d941-11ed-a9fe-eedd30f30a66,False
361,3800c25a-d941-11ed-a9fe-eedd30f30a66,True
362,3800c26e-d941-11ed-a9fe-eedd30f30a66,False
363,3800c278-d941-11ed-a9fe-eedd30f30a66,True
364,3800c282-d941-11ed-a9fe-eedd30f30a66,False
365,3800c296-d941-11ed-a9fe-eedd30f30a66,True
366,3800c2a0-d941-11ed-a9fe-eedd30f30a66,False
367,3800c2b4-d941-11ed-a9fe-eedd30f30a66,False
368,3800c2be-d941-11ed-a9fe-eedd30f30a66,False
369,3800c2d2-d941-11ed-a9fe-eedd30f30a66,False
370,3800c2dc-d941-11ed-a9fe-eedd30f30a66,True
371,3800c2f0-d941-11ed-a9fe-eedd30f30a66,False
372,3800c2fa-d941-11ed-a9fe-eedd30f30a66,False
373,3800c30e-d941-11ed-a9fe-eedd30f30a66,True
374,3800c322-d941-11ed-a9fe-eedd30f30a66,False
375,3800c32c-d941-11ed-a9fe-eedd30f30a66,True
376,3800c340-d941-11ed-a9fe-eedd30f30a66,False
377,3800c34a-d941-11ed-a9fe-eedd30f30a66,True
378,3800c35e-d941-11ed-a9fe-eedd30f30a66,True
379,3800c368-d941-11ed-a9fe-eedd30f30a66,False
380,3800c37c-d941-11ed-a9fe-eedd30f30a66,True
381,3800c386-d941-11ed-a9fe-eedd30f30a66,False
382,3800c39a-d941-11ed-a9fe-eedd30f30a66,False
383,3800c3a4-d941-11ed-a9fe-eedd30f30a66,True
384,3800c3b8-d941-11ed-a9fe-eedd30f30a66,False
385,3800c3c2-d941-11ed-a9fe-eedd30f30a66,True
386,3800c3d6-d941-11ed-a9fe-eedd30f30a66,False
387,3800c3e0-d941-11ed-a9fe-eedd30f30a66,True
388,3800c3f4-d941-11ed-a9fe-eedd30f30a66,False
389,3800c3fe-d941-11ed-a9fe-eedd30f30a66,False
390,3800c412-d941-11ed-a9fe-eedd30f30a66,False
391,3800c41c-d941-11ed-a9fe-eedd30f30a66,False
392,3800c430-d941-11ed-a9fe-eedd30f30a66,True
393,3800c43a-d941-11ed-a9fe-eedd30f30a66,True
394,3800c444-d941-11ed-a9fe-eedd30f30a66,False
395,3800c458-d941-11ed-a9fe-eedd30f30a66,True
396,3800c462-d941-11ed-a9fe-eedd30f30a66,False
397,3800c476-d941-11ed-a9fe-eedd30f30a66,True
398,3800c480-d941-11ed-a9fe-eedd30f30a66,True
399,3800c494-d941-11ed-a9fe-eedd30f30a66,False
400,3800c49e-d941-11ed-a9fe-eedd30f30a66,True
401,3800c4b2-d941-11ed-a9fe-eedd30f30a66,False
402,3800c4bc-d941-11ed-a9fe-eedd30f30a66,True
403,3800c4d0-d941-11ed-a9fe-eedd30f30a66,True
404,3800c4da-d941-11ed-a9fe-eedd30f30a66,True
405,3800c4ee-d941-11ed-a9fe-eedd30f30a66,False
406,3800c4f8-d941-11ed-a9fe-eedd30f30a66,True
407,3800c50c-d941-11ed-a9fe-eedd30f30a66,True
408,3800c520-d941-11ed-a9fe-eedd30f30a66,False
409,3800c52a-d941-11ed-a9fe-eedd30f30a66,True
410,3800c53e-d941-11ed-a9fe-eedd30f30a66,True
411,3800c548-d941-11ed-a9fe-eedd30f30a66,True
412,3800c55c-d941-11ed-a9fe-eedd30f30a66,False
413,3800c566-d941-11ed-a9fe-eedd30f30a66,True
414,3800c57a-d941-11ed-a9fe-eedd30f30a66,True
415,3800c584-d941-11ed-a9fe-eedd30f30a66,False
416,3800c598-d941-11ed-a9fe-eedd30f30a66,False
417,3800c5a2-d941-11ed-a9fe-eedd30f30a66,False
418,3800c5b6-d941-11ed-a9fe-eedd30f30a66,True
419,3800c5c0-d941-11ed-a9fe-eedd30f30a66,True
420,3800c5ca-d941-11ed-a9fe-eedd30f30a66,True
421,3800c5de-d941-11ed-a9fe-eedd30f30a66,True
422,3800c5e8-d941-11ed-a9fe-eedd30f30a66,False
423,3800c5fc-d941-11ed-a9fe-eedd30f30a66,False
424,3800c610-d941-11ed-a9fe-eedd30f30a66,False
425,3800c61a-d941-11ed-a9fe-eedd30f30a66,False
426,3800c62e-d941-11ed-a9fe-eedd30f30a66,True
427,3800c638-d941-11ed-a9fe-eedd30f30a66,False
428,3800c64c-d941-11ed-a9fe-eedd30f30a66,True
429,3800c656-d941-11ed-a9fe-eedd30f30a66,True
430,3800c66a-d941-11ed-a9fe-eedd30f30a66,False
431,3800c674-d941-11ed-a9fe-eedd30f30a66,True
432,3800c688-d941-11ed-a9fe-eedd30f30a66,False
433,3800c692-d941-11ed-a9fe-eedd30f30a66,True
434,3800c6a6-d941-11ed-a9fe-eedd30f30a66,False
435,3800c6b0-d941-11ed-a9fe-eedd30f30a66,False
436,3800c6c4-d941-11ed-a9fe-eedd30f30a66,False
437,3800c6ce-d941-11ed-a9fe-eedd30f30a66,True
438,3800c6e2-d941-11ed-a9fe-eedd30f30a66,False
439,3800c6ec-d941-11ed-a9fe-eedd30f30a66,False
440,3800c700-d941-11ed-a9fe-eedd30f30a66,True
441,3800c70a-d941-11ed-a9fe-eedd30f30a66,True
442,3800c71e-d941-11ed-a9fe-eedd30f30a66,True
443,3800c728-d941-11ed-a9fe-eedd30f30a66,False
444,3800c73c-d941-11ed-a9fe-eedd30f30a66,True
445,3800c746-d941-11ed-a9fe-eedd30f30a66,False
446,3800c750-d941-11ed-a9fe-eedd30f30a66,True
447,3800c764-d941-11ed-a9fe-eedd30f30a66,False
448,3800c76e-d941-11ed-a9fe-eedd30f30a66,True
449,3800c782-d941-11ed-a9fe-eedd30f30a66,True
450,3800c78c-d941-11ed-a9fe-eedd30f30a66,True
